Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building, Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Funded by A&C,"Stability Index (5=very stable, 1=very uncertain)",Constituency over 50% one race,Length of Lease (Date),Address,Location,Closed Date,Closed?
Bellevue Botanical Garden,(425) 452-2750,www.bellevuebotanical.org,5000,,Y,Heritage,2014,Other,2013,1992,1,0,,N,,Y,75,Y,I don't know.,N,,5,,,12001 Main Street Bellevue WA 98005,"(47.6096170, -122.1794330)",,0
Bellevue Chamber Chorus,(425) 881-0445,www.BellevueChamberChorus.net,,,,Music,,,,,,,,,,,,,,,,,,,P.O. Box 1714 Bellevue WA 98009-1714,,,0
Bellevue College Foundation (located on Bellevue College Campus),(425) 564-2386,www.kbcs.fm,,,,Multi-use,,,,,,,,,,,,,,,,,,,3000 Landerholm Circle SE Bellevue WA 98007,"(47.5843310, -122.1457710)",,0
Bellevue Downtown Association,(425) 990-3096,www.bellevuejazz.org,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,"400 108th Avenue NE, Suite 110 Bellevue WA 98004","(47.6142018, -122.1958276)",,0
Bellevue Girlchoir Rehearsal Location at Cross of Christ,(425) 908-7688,www.bellevuegirlchoir.com,2400,,Y,Music,2012,Other,1970,2012,0,0,,N,,I don't know.,200,Y,N,N,,4,,,411 156th Ave NE Bellevue WA 98007,"(47.6139880, -122.1334910)",,0
Bellevue Youth Symphony Orchestra,(425) 467-5604,www.byso.org,1400,,Y,Music,2012,R,1990,1964,2,0,,N,,I don't know.,5,Y,N,N,,3,,2017,"12310 NE 8th St, #201 Bellevue WA 98005","(47.6177540, -122.1761480)",,0
Belltown Ballet & Conditioning Studio,2068516526,www.belltownballet.com,2000,Belltown,Private / For Profit,Arts/Cultural Training or Education,2005,Rent,,1986,3,0,,No,,Do not know,0,Yes,Yes,No,No,1,,2118,2306 4th Avenue,,,
Belltown Ballet BBC Studio,(206) 851-6526,www.belltownballet.com,1200,Belltown,N,Arts/Cultural Training or Education,2005,R,1,1985,3,0,,N,,Y,0,Y,Y,N,N,2,,,2306 4th Ave Seattle WA 98121,"(47.6015999, -122.3332441)",,0
Bemis Building,,,,,,Studios,,,,,,,,,,,,,,,,,,,55 South Atlantic St Seattle WA 98134,"(47.5900022, -122.3362466)",,0
Benaroya Hall,(206) 215-4800,www.seattlesymphony.org/benaroya,362250,Downtown,Y,Music,1998,R,1998,1998,0,3,3100,Y,210000,Y,430,Y,Y,Y,N,4,,2083,200 University St Seattle WA 98101,"(47.6081280, -122.3369748)",,0
Bethaday Community Learning Space,(206) 725-9095,www.bcls.techaccess.org,25400,,Y,Multi-use,2012,R,2012,1996,3,0,,N,,Y,70,Y,Y,N,,4,,,605 SW 108th St.  Seattle WA 981046,"(47.5045680, -122.3423100)",,0
Between Cultures Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,8809 Roosevelt Way NE Seattle WA 98115,"(47.6923900, -122.3176300)",,0
Bherd Studios,(206) 234-8348,www.bherdstudios.com,1000,Greenwood,N,Visual,2011,R,,2006,2,0,0,,,N,20,N,N,N,N,2,,2015,312 N. 85th St. Suite 101 Seattle WA 98103,"(47.6907735, -122.3549791)",,0
Bhutanese Community Resource Center,(206) 422-5710,www.bcrcusa.org,,,,Heritage,,,,,,,,,,,,,,,,,,,21844 32nd Place S SeaTac WA 98198,"(47.4056700, -122.2907490)",,0
Bill & Melinda Gates Foundation Visitor Center,(206) 709-3100,www.gatesvc.org,10000,Uptown,Y,Arts/Cultural Administration or Advocacy,2012,O,2008,2000,0,1,65,N,,Y,0,Y,N,N,N,5,,,440 5th Ave. N Seattle 98109,"(47.6225410, -122.3474800)",,0
Bill Matthews' Conga Joy,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,2220 NW Market St Seattle WA 98107,"(47.6690900, -122.3857960)",,0
Bitter Lake Community Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,13035 Linden Ave N Seattle WA 98133,"(47.7244700, -122.3480000)",,0
BJ Montoya Violin Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,0
Black Box Opera Theater,(253) 334-7830,www.BlackBoxOperaTheater.com,,,,Performance,,,,,,,,,,,,,,,,,,,5830 Nathan Ave SE Auburn WA 98092,"(47.2635006, -122.2115505)",,0
Black Box Operations 12th Avenue Arts,(206) 566-6112,www.blackboxoperations.org,5000,Capitol Hill,Y,Performance,2015,R,2014,2013,0,2,230,N,,Y,0,I don't know.,N,Y,N,2,,2030,1620 12th Ave Suite 101 Seattle WA 98122,"(47.5324205, -122.3249576)",,0
Black Diamond Bakery & Deli,(360) 886 2235,www.blackdiamondbakery.com,8000,,Other,Live/Work,1902,O,1902,1902,2,0,,N,,I don't know.,20,Y,Y,Y,,4,,,32805 Railroad Ave  Black Diamond WA 98010,"(47.3073820, -122.0063990)",,0
Black Diamond Historical Society,(360) 886 2142,www.blackdiamondmuseum.org,3500,,N,Preservation,1976,Other,1886,1976,0,1,45,Y,50,Partial,50,Y,N,N,,5,,,32627 Railroad Ave. Black Diamond WA 98010,"(47.3086290, -122.0072840)",,0
Black Horse Art Studio,(206) 979-0757,www.blackhorseartstudio.com,400,,N,Arts/Cultural Training or Education,2008,O,2007,2008,1,0,,Y,400,I don't know.,10,Y,N,N,,5,,,2843 238th Ave SE Sammamsih WA 98075,"(47.5832330, -122.0229620)",,0
Blessed Sacrament Church,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,5041 9th Ave NE Seattle WA 98105,"(47.6659380, -122.3184110)",,0
Blick Art Materials,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,"1600 Broadway Ct Seattle, WA 98122","(47.6121708, -122.3198490)",,0
Blindfold Gallery (CLOSED),,,,,,Visual,,,,,,,,,,,,,,,,,,,1718 E Olive Way Seattle WA 98102,"(47.6200267, -122.3227112)",2014-12-11T00:00:00,1
Blowing Sands Glass Studio/Laura Frost Fine Arts Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,5805 14th Ave NW Seattle WA 98107,"(47.6710660, -122.3736620)",,0
Blue Heron Heritage Canoe,(206) 683-9804,www.blueheroncanoe.com,,,,Heritage,,,,,,,,,,,,,,,,,,,806 Wynwood Drive Kent WA 98030-6202,"(47.3743747, -122.2273252)",,0
Blue Moon Tavern,,,,,,Performance,,,,,,,,,,,,,,,,,,,712 NE 45th St Seattle WA 98105,"(47.6614953, -122.3199004)",,0
Body Language/Cornerstone Studio,(425) 401-5291,www.cornerstonestudio.com,2400,,N,Arts/Cultural Training or Education,2010,R,1985,2010,0,0,,N,,I don't know.,100,Y,Y,N,,4,,2016,5810 119th Ave. SE Bellevue WA 98006,"(47.5512010, -122.1781500)",,0
Bollyworks,(415) 745-1319,www.bollyworks.com,1000,,N,Performance,2013,Other,2000,2012,0,0,,N,,I don't know.,10,I don't know.,N,N,,3,,,8226 196th Ave NE Redmond WA 98053,"(47.6772480, -122.0779820)",,0
Bonfire at Panama Hotel,,,,,,Visual,,,,,,,,,,,,,,,,,,,603 South Main Street Seattle WA 98104,"(47.6000300, -122.3261020)",,0
Bookworm Exchange,,,,,,Literary,,,,,,,,,,,,,,,,,,,5800 Rainier Ave S Seattle WA 98118,"(47.5502870, -122.2772730)",,0
Bootstrap Music,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,0
Bop Street Records,,,,,,Music,,,,,,,,,,,,,,,,,,,2220 NW Market St Seattle WA 98107,"(47.6690900, -122.3857960)",,0
Bothell Historical Museum Society,(425) 486-2434,www.bothellmuseum.homestead.com/home.html,2000,,Y,Preservation,1969,Other,1893,1969,0,0,0,N,0,Partial,0,Y,N,N,,5,,,9919 NE 180th Street Bothell WA 98041,"(47.7599174, -122.2118833)",,0
Bothell Regional Library,(425) 486-8931,www.kcls.org/bothell,,,,Literary,,,,,,,,,,,,,,,,,,,18215 98th Ave. NE Bothell WA 98011,"(47.7601704, -122.2103753)",,0
Boxleys,(425) 292-9307,www.boxleysplace.com,4500,,Y,Music,2009,R,1920,2009,0,1,120,Y,2000,Y,40,Y,N,Y,,3,,2019,101 West North Bend Way North Bend WA 98045,"(47.4949850, -121.7858600)",,0
Brace Point Pottery,,,,,,Visual,,,,,,,,,,,,,,,,,,,4208 SW 100th St Seattle WA 98146,"(47.5139390, -122.3863600)",,0
Brass Tacks,,,,,,Music,,,,,,,,,,,,,,,,,,,6031 Airport Way S Seattle WA 98108,"(47.5489770, -122.3166300)",,0
Bremelo Press,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,1400 S. Jackson Place Seattle WA 98144,"(47.5987960, -122.3135010)",,0
Bridge Productions,2066975156,,450,Georgetown,Private / For Profit,Literary,2012,Rent,1907,2010,1,0,0,Yes,450,No,,No,No,No,No,1,,2018,6007 12th Ave S,,,
British Dancing Academy Kent,(425) 235-0304,www.thebritishdancingacademy.com,3000,,N,Studios,1990,R,1980,1972,4,0,,N,,Y,30,Y,N,N,,5,,2018,18403 E Valley Hwy Kent WA 98032,"(47.4372200, -122.2252450)",,0
Broadway Bound Children's Theatre,(206) 526-5437,www.broadwaybound.org,10000,University District,Y,Performance,2002,R,1908,1996,2,0,0,N,0,Y,101,Y,N,N,N,3,,,5031 University Way NE Seattle WA 98105,"(47.6656768, -122.3136491)",,0
Brooke Westlund Studio + Gallery,(425) 681-6037,www.brookewestlund.com,500,Pike Market,N,Visual,2014,R,1905,2011,2,0,,Y,400,Y,0,Y,Y,N,N,5,,2018,1516 Western Ave Seattle WA 98101,"(47.6088638, -122.3413696)",,0
Brooklyn Frame Shop,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,4733 Brooklyn Ave NE Seattle WA 98105,"(47.6640740, -122.3145140)",,0
Brown Art,(425) 432-1445,www.kathleenfrugebrown.com,560,,N,Visual,1992,O,1992,1981,4,0,,N,,N,2,N,N,N,,2,,,23832 244th Ave. Se Maple Valley WA 98038,"(47.3917940, -122.0160760)",,0
Bryan Ohno Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,521 S Main St Seattle WA 98104,"(47.5999167, -122.3267574)",,0
Bulldog News,(206) 632-6397,http://www.bulldognews.com/,500,University District,N,Literary,1985,R,1930,1983,1,0,8,Y,0,Y,0,Y,No,N,N,4,,2020,4208 University Way NE Seattle WA 98105,"(47.6585620, -122.3131150)",,0
Burien Actors Theatre,(206) 242-5180,www.burienactorstheatre.org,8100,,Y,Performance,1980,R,1947,1980,0,1,92,N,,Y,60,N,N,Y,,3,,2015,14501 4th Ave SW Burien WA 98166,"(47.4730680, -122.3391670)",,0
Burke Museum,(206) 543-5590,www.burkemuseum.org,60000,University District,Y,Arts/Cultural Training or Education,1962,O,1962,1885,3,1,80,Y,17466,Y,,Y,Y,Y,,5,,0,17 Ave NE and Northeast 45th St Seattle WA 98105,"(47.6609225, -122.3151058)",,0
C & P Coffee Company,(206) 933-3125,www.candpcoffee.com,2000,West Seattle,N,Literary,2004,R,1904,2004,0,0,,Y,50,Y,3,N,N,Y,N,2,,2020,5612 California Ave SW Seattle WA 98136,"(47.5516607, -122.3866496)",,0
C Art Gallery in Artspace Hiawatha Lofts,(206) 322-9374,www.cartgallery.org,,Central District,N,Visual,2008,R,2008,2008,0,0,0,Y,600,Y,0,Y,Y,N,N,2,,,855 Hiawatha Pl S Seattle WA 98144,"(47.5945540, -122.3095312)",,0
Cafe Nordo,(206) 579-6215,www.cafenordo.com,4100,Pioneer Square,Y,Performance,2015,R,1890,2009,4,1,72,N,,Y,0,Y,Y,Y,Y,5,,2025-03-01T00:00:00,109 S. Main St Seattle WA 98104,"(47.6000400, -122.3337810)",,0
Cafe Racer Espresso,(206) 523-5282,www.caferacerseattle.com,2000,Rosetown,Other,Performance,2004,R,1970,2004,20,1,20,Y,1200,Partial,2,Y,N,Y,N,3,,,5828 Roosevelt Way NE Seattle WA 98105,"(47.6714690, -122.3171254)",,0
Calypte Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,1107 East Denny Way #A2 Seattle WA 98122,"(47.6185870, -122.3178180)",,0
Camlann Medieval Association,(425) 788-1945,www.camlann.org,1500,,Y,Multi-use,1982,O,1993,1984,0,0,0,N,,Y,100,Y,N,Y,,5,,,10320 Kelly Road NE Carnation WA 98014,"(47.6720605, -121.9412952)",,0
Camp Korey at Carnation Farms,(425) 844-3100,www.campkorey.org,389750,,Y,Heritage,1986,Other,1914,2006,0,0,0,N,0,Partial,400,Y,Y,N,,4,,,28901 NE Carnation Farm Rd. Carnation WA 98014,"(47.6728440, -121.9432830)",,0
Can Can Kitchen and Cabaret,(206) 652-0832,www.thecancan.com,500,Pike Market,N,Performance,2005,R,1920,2005,1,1,58,N,,Y,0,N,N,Y,N,5,,,Pike Place Market 94 Pike St. Seattle WA 98101,"(47.6088110, -122.3402490)",,0
Canlis Glass,(206) 282-4428,www.canlisglass.com,3500,Uptown,N,Visual,2005,R,1928,1996,0,0,0,Y,2000,Y,0,Y,Y,N,N,4,,2015,3131 Western Ave #329 Seattle WA 98121,"(47.6182617, -122.3577413)",,0
Canoe Social Club,(206) 550-4818,www.canoesocialclub.com,522,Capitol Hill,Other,Performance,2010,R,1900,2009,3,0,0,Y,200,N,0,N,N,N,N,2,,2015,1423 10th Ave Seattle WA 98122,"(47.6135710, -122.3198320)",,0
Canvas Paint & Sip,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,3418 Fremont Ave N Seattle WA 98103,"(47.6500170, -122.3498120)",,0
Capitol Cider,,,,,,Music,,,,,,,,,,,,,,,,,,,818 E Pike St Seattle WA 98122,"(47.6140700, -122.3217340)",,0
Capitol Club (CLOSED),,,,,,Music,,,,,,,,,,,,,,,,,,,414 E Pine St Seattle WA 98122,"(47.6153941, -122.3260485)",2013-09-14T00:00:00,1
Capitol Hill Block Party,,,,,,Music,,,,,,,,,,,,,,,,,,,1122 E Pike St Seattle WA 98122,"(47.6142730, -122.3172450)",,0
Capitol Music Center,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,1006 NE 50th St Seattle WA 98105,"(47.6649480, -122.3171760)",,0
Caravan Gallery-Parlor and Roadside Attractions,(206) 799-1180,www.acaravan.com,260,West Seattle,N,Performance,2011,O,1974,2008,0,1,25,Y,200,N,0,Y,Y,N,N,5,,0,,,,0
Carco Theatre Renton,,,,,,Performance,,,,,,,,,,,,,,,,,,,1717 Maple Valley Hwy  Renton WA 98057,"(47.4807390, -122.1969930)",,0
Cascade Dance Academy,(425) 396-0538,www.cascadedance.com,2500,,N,Performance,2005,R,2000,2005,1,0,,N,,Y,15,Y,Y,N,,3,,2016,7722 Center Blvd SE Snoqualmie WA 98065,"(47.5310750, -121.8731240)",,0
Cascadia College,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,18345 Campus Way NE Bothell WA 98011,"(47.7609960, -122.1926410)",,0
Cassandria Blackmore Studio,,,,,,Visual,,,,,,,,,,,,,,,,,,,1115 East Pike St Seattle WA 98122,"(47.6139358, -122.3174302)",,0
Center for Wooden Boats South Lake Union,(206) 382-2628,www.cwb.org,4000,South Lake Union,Y,Heritage,1983,R,1982,1977,1,0,0,Y,784,Partial,18,N,Y,Y,Y,1,,2013,1010 Valley Street Seattle WA 98109,"(47.6264800, -122.3357295)",,0
Center for Wooden Boats Wallingford,(206) 382-2628,www.cwb.org,6000,Wallingford,Y,Heritage,2011,R,1927,1977,1,0,0,Y,,Partial,8,Y,N,Y,Y,2,,2016,1475 N Northlake Place Seattle WA 98103,"(47.6463204, -122.3381967)",,0
"Centerstage Theatre Arts Conservatory, Inc.",(253) 661-1444,www.centerstagetheatre.com,,,,Performance,,,,,,,,,,,,,,,,,,,"1600B SW Dash Point Road, #271 Federal Way WA 98023","(47.3284021, -122.3498013)",,0
Central Area Senior Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,500 30th Ave S Seattle WA 98144,"(47.5978730, -122.2938540)",,0
Mossy Bottom Records,,,,,,Music,,,,,,,,,,,,,,,,,,,5049 Brooklyn Ave Seattle WA 98105,"(47.6662900, -122.3144840)",,0
Central Cinema,(206) 328-3230,www.central-cinema.com,3500,Central District,N,Cinema,2005,R,1929,2005,0,1,120,,,Y,0,Y,Y,Y,N,4,,2025,1411 21st Ave Seattle WA 98122,"(47.6132215, -122.3051662)",,0
Central District Forum for Arts & Ideas,,,,,,Performance,,,,,,,,,,,,,,,,,,,1404 E Yesler Way #202 Seattle WA 98122,"(47.6019002, -122.3137703)",,0
Central Saloon,,,,,,Music,,,,,,,,,,,,,,,,,,,207 1st Ave S Seattle WA 98104,"(47.6005860, -122.3345790)",,0
Century Ballroom,(206) 324-7263,www.centuryballroom.com,11300,Capitol Hill,N,Multi-use,1996,R,1908,1996,2,2,399,N,0,Partial,0,Y,Y,Y,N,4,,2017,915 E Pine St Seattle WA 98122,"(47.6151265, -122.3198707)",,0
Ceramistas Seattle ,(206) 653-4490,www.ceramistasseattle.info,2200,,N,Studios,2013,O,1949,2012,1,0,,I don't know.,,Partial,12,Y,N,N,,4,,,2410 SW 106th Street  Seattle WA 98146,"(47.5088020, -122.3631620)",,0
Chalet Arts Showcase Theater,(253) 880-6904,ChaletArtsShowcaseTheater.Org,,,,Performance,,,,,,,,,,,,,,,,,,,380 Michael Ave Enumclaw WA 98022,"(47.2126130, -121.9826940)",,0
Charlotte Masi Gourds,(206) 567-5343,"www,charlottemasi.com",592,,N,Visual,2006,O,1964,2006,0,0,,Y,300,I don't know.,4,N,N,N,,5,,,10311 SW 116th Place Vashon WA 98070,"(47.5010340, -122.4659840)",,0
Chateau Ste Michelle,,,,,,Multi-use,,,,,,,,,,,,,,,,,,,14111 Ne 145th St Woodinville WA 98072,"(47.7298000, -122.1493130)",,0
Chihuly Garden and Glass,,,,,,Visual,,,,,,,,,,,,,,,,,,,305 Harrison St Seattle WA 98109,"(47.6205686, -122.3504910)",,0
Chihuly Workshop,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,1111 NW 50th St Seattle WA 98107,"(47.6650520, -122.3712200)",,0
Children's Dance Theater,(253) 887-8937,www.auburnchildrensdancetheater.com,3360,,N,Studios,2011,R,1920,2007,1,0,,N,,Y,0,Y,Y,N,,5,,2016,122 W Main St Aubrun WA 98001,"(47.3071590, -122.2315810)",,0
Chinese Information and Service Center,,,,,,Community Center,,,,,,,,,,,,,,,,,,,611 S Lane St Seattle WA 98104,"(47.5966650, -122.3256490)",,0
Choeizan Enkyoji Nichiren Buddhist Temple,(206) 356-7405,www.seattlebuddhist.org,1200,International,Y,Arts/Cultural Training or Education,2010,R,1901,2010,0,0,0,N,0,N,0,N,,N,N,3,,None,501 S Jackson St Suite 202 Seattle WA 98104,"(47.5989593, -122.3271163)",,0
"Chop Suey, LLC.",(206) 538-0556,www.chopsuey.com,4957,Capitol Hill,N,Music,2015,O,1923,2015,0,1,,N,,Y,0,N,N,Y,N,4,,,1325 E Madison St Seattle WA 98122,"(47.6134869, -122.3144433)",,0
Christian Grevstad Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,312 Occidental Ave S Seattle WA 98104,"(47.5995076, -122.3326934)",,0
Cinerama,(206) 448-6680,www.cinerama.com,14000,Belltown,N,Cinema,2009,O,1963,2009,3,1,797,Y,60,Y,0,N,N,N,N,5,,0,2100 4th Ave Seattle WA 98121,"(47.6141557, -122.3413991)",,0
Circle of Art Studios,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,2821 Thorndyke Ave W Seattle WA 98199,"(47.6454660, -122.3830570)",,0
City Arts Magazine/Encore Media Group,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,425 N. 85th St Seattle WA 98103,"(47.6903650, -122.3529660)",,0
City Hall Lobby Gallery & Anne Focke Gallery,,http://www.seattle.gov/arts/publicart/city_hall.asp,,Downtown,Other,Visual,2005,Other,2005,1971,,0,0,Y,1392,Y,0,Y,Y,N,N,5,,,600 4th Ave Seattle WA 98104,"(47.6038849, -122.3300938)",,0
City of Auburn Arts Commission with Auburn Senior Center and City Hall Gallery,(253) 804-5043,www.auburnwa.gov/arts,4000,,N,Multi-use,,O,1926,1984,,1,250,Y,600,Y,0,Y,N,Y,,3,,, 910 Ninth St. SE Auburn WA 98002,"(47.3001330, -122.2176910)",,0
City of Auburn Auburn William C Warren Building ,,www.auburnwa.gov,,,N,Multi-use,,O,,,,,,,,,,,Y,Y,,3,,,405 E Street NE Auburn WA  98002,"(47.3120030, -122.2230810)",,0
"City of Auburn Les Gove Park, Multipurpose Building",,www.auburnwa.gov,871200,,N,Multi-use,,O,,,,,,,,,,,Y,Y,,3,,,1020 Deal's Way Auburn WA 98002,"(47.2994250, -122.2183530)",,0
City of Belleuve Parks & Community Service Highland Community Center,(425) 452-7686,www.bellevuewa.gov,20000,,Government,Multi-use,1935,O,1935,1940,,1,200,N,0,Y,50,Y,Y,N,,5,,,14224 Bel - Red Rd Bellevue WA 98007,"(47.6255530, -122.1507020)",,0
City of Bellevue Arts Commission,(425) 452-4105,www.bellevuewa.gov/arts_program.htm,,,,Arts/Cultrual Administration or Advocacy,,,,,,,,,,,,,,,,,,,450 - 110th Ave. NE Bellevue WA 98004,"(47.6142449, -122.1934783)",,0
City of Bellevue Bellevue Youth Theatre,(425) 452-7155,www.bellevuewa.gov,,,,Performance,,,,,,,,,,,,,,,,,,,16661 Northup Way Bellevue WA 98008,"(47.6230445, -122.1175973)",,0
City of Bellevue North Bellevue Community Center,(425) 452-7681,www.bellevuewa.gov/north_bellevue_community_center_programs.htm,7000,,Government,Multi-use,1990,O,1950,1990,0,0,,Y,100,Y,100,N,Y,N,,5,,,4063 148th Ave NE Bellevue WA 98007,"(47.6474640, -122.1450910)",,0
City of Bellevue Northwest Arts Center,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,9825 NE 24th St  Bellevue WA 98004,"(47.6316800, -122.2085140)",,0
City of Bothell Landmark Preservation Board,(425) 483-3758,www.ci.bothell.wa.us,8666,,Government,Preservation,1995,Other,1968,1987,1,0,,N,,Y,40,Y,N,N,,5,,,9654 NE 182nd Street Bothell WA 98011,"(47.7599174, -122.2118833)",,0
City of Burien Annex and Arts Commission,(206) 988-3700,www.burienwa.gov,20000,,Government,Multi-use,1993,O,1950,1993,0,1,100,N,,N,50,Y,Y,N,,5,,,425 SW 144th Burien WA 98166,"(47.4739898, -122.3396144)",,0
City of Burien Burien Community Center,(206 )988-3700,www.burienwa.gov,19275,,Government,Multi-use,2009,O,1970,1992,1,0,,Y,576,Y,100,Y,Y,N,,5,,,14700 6th Ave SW Burien WA 98166,"(47.4713480, -122.3413770)",,0
City of Burien Moshier Community Art Center,(206) 242-7752,www.moshierartcenter.org,8000,,Government,Visual,1993,O,1960,1993,1,0,,N,,Partial,300,N,Y,N,,5,,,430 S 156th Street Burien WA 98146,"(47.4640920, -122.3275220)",,0
City of Covington Arts Commission,(425) 413-7665,www.ci.covington.wa.us,44,,Government,Visual,2002,R,2002,2002,1,0,,Y,44,Y,75,Y,N,N,,5,,,"16720 SE 271st St, Suite 100 Covington WA 98042","(47.3589888, -122.0667457)",,0
"City of Des Moines Dining Hall, Field House, Auditorium and Arts Commission",(206) 870-9370,www.desmoineswa.gov,12000,,Government,Multi-use,1984,O,1934,1959,5,0,,N,,Partial,1220,Y,Y,N,,3,,,1000 South 220th Street Des Moines WA 98198,"(47.4047120, -122.3206130)",,0
City of Duvall Cultural Commission,(206) 715-6693,www.duvallwa.gov/DCC.html,,,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,15535 Main St NE  Duvall WA 98019,"(47.7407010, -121.9863210)",,0
City of Federal Way Arts Commission meets at Federal Way Community Center,(253) 835-6900,www.cityoffederalway.com/index.aspx?nid=93,10000,,Government,Multi-use,2008,O,2008,1992,1,0,,N,,Y,90,N,Y,N,,5,,,9718 876 South 333rd Street  Federal Way WA 98424,"(47.3055910, -122.3227400)",,0
City of Kent Arts Commission,(253) 856-5050,www.kentarts.com,10000,,Government,Multi-use,1975,Other,1970,1975,0,,820,Y,2000,Y,,N,N,N,,4,,,220 4th Ave S Kent WA 98032,"(47.3805512, -122.2373101)",,0
City of Maple Valley,(425) 432-9953,,20000,,Government,Multi-use,2003,O,1952,1997,0,0,,Y,300,Y,84,N,Y,N,,5,,,22500 SE 248th St Maple Valley WA 98038,"(47.3795950, -122.0426040)",,0
City of Newcastle,(425) 649-4444,www.ci.newcastle.wa.us,1500,,Government,Multi-use,2011,O,2005,1994,3,0,0,Y,20,Y,29,Y,N,N,,5,,,12835 Newcastle Way Suite #200 Newcastle WA 98056,"(47.5409858, -122.1758082)",,0
City of Normandy Park Arts Commission,(206) 248-8249,www.normandyparkwa.gov,8100,,Government,Multi-use,1970,O,1960,1953,1,0,,Y,0,Partial,40,N,Y,N,,5,,,801 SW 174th St Normandy Park WA 98166,"(47.4457681, -122.3465291)",,0
"City of Redmond, Redmonds Arts Commision ",(425) 556-2316,www.redmond.gov/teens,8000,,Government,Multi-use,2004,O,1952,2002,0,1,100,Y,150,Partial,10,Y,Y,N,,3,,,16510 NE 79th ST Redmond WA 98052,"(47.6742020, -122.1200180)",,0
City of Sammamish Arts Commission/ City Hall,(425) 295-0597,www.sammamish.us,40000,,Government,Arts/Cultural Administration or Advocacy,2006,O,2006,2003,1,0,,Y,4000,Y,30,Y,Y,Y,,5,,,801 228th Ave SE Sammamish WA 98075,"(47.6016330, -122.0355080)",,0
City of SeaTac Parks and Recreation Department,(206) 973-4681,www.ci.seatac.wa.us,26000,,Government,Multi-use,1993,O,1993,1990,0,0,0,Y,900,Y,140,N,Y,N,,5,,,13735 24th Ave. South SeaTac WA 98169,"(47.4337690, -122.2726750)",,0
City of Seattle Loyal Hts,(206) 684-4052,www.seattle.gov/parks/centers/Loyalhtd.htm,30000,Loyal Heights,Government,Multi-use,1959,Other,1952,1959,0,0,,N,,Y,16,Y,Y,N,N,5,,,2101 NW 77th St. Seattle WA 98117,"(47.6846957, -122.3828419)",,0
"City Of Shoreline  (Parks, Recreation, and Cultural Services) Public Art Film Office",(206) 801-2661,,40000,,Government,Arts/Cultural Administration or Advocacy,2009,O,2009,1995,1,0,,Y,2500,Y,150,Y,Y,N,,5,,,17500 Midvale Ave N Shoreline WA 98133,"(47.7562510, -122.3436590)",,0
City of Shoreline - Planning & Community Development-City Hall,(206) 801-2531,www.shorelinewa.gov,30000,,Government,Multi-use,2008,O,2008,1995,1,0,,Y,1000,Y,150,Y,Y,N,,5,,,17500 Midvale Ave N Shoreline WA 98133-4509,"(47.7561060, -122.3441560)",,0
City of Shoreline Spartan Recreation Center,(206) 801-2600,www.shorelinewa.gov,18000,,Government,Multi-use,2001,Other,1954,1997,1,0,,N,,Y,60,N,Y,N,,4,,,202 NE 185th St. Shoreline WA 98155,"(47.7644080, -122.3274200)",,0
City of Snoqualmie Arts Commission/City of Snoqualmie,(425) 241-1689,www.ci.snoqualmie.wa.us,8500,,Government,Arts/Cultural Administration or Advocacy,2012,,2010,1907,1,0,0,Y,600,Y,20,Y,I don't know.,N,,5,,,38624 SE River St.  Snoqualmie WA 98065,"(47.5269970, -121.8257610)",,0
City of Tukwila - Tukwila Parks and Recreation,(206) 768-2822,www.tukwilawa.gov,48000,,Government,Multi-use,2005,O,2005,1908,2,0,0,Y,200,Y,300,N,Y,N,,3,,,12424 42nd ave. south Tukwila WA 98168,"(47.4915760, -122.2800310)",,0
